feature,chi2_score,p_value
password password,0.7587677511927085,0.38371442705137426
comp,0.7586646469674372,0.3837467412746878
print sys,0.758493253882977,0.3838004666727247
agreement,0.7584835739066378,0.3838035013060279
fantastic prize,0.7584153304709363,0.38382489631250216
worth 000,0.758336974030156,0.38384946393576536
offer claim,0.7576040517099378,0.3840793701309546
powered monkey,0.757312123119095,0.3841709979739252
kiddily,0.7573114087340358,0.3841712222365573
donating,0.7565899318775582,0.38439780608692653
approach,0.7564979109581684,0.38442671941844875
check_client_access,0.756008352301593,0.38458059260078914
join exploring,0.7559341380209552,0.3846039265280552
involvement,0.7558196064300038,0.3846399406850891
thanks using,0.7558110590721754,0.38464262857135634
deliver,0.7554169695599413,0.38476658682491494
charity ball,0.7554142844739693,0.3847674315956492
join conversation,0.7553896096792537,0.38477519480173805
exclusive job,0.7553612338505507,0.38478412270562057
appreciated help,0.755078707649376,0.38487303015132535
guess,0.7547710605296667,0.3849698760418321
dir,0.7546659206728682,0.3850029815237529
necessary legal,0.7546194574190445,0.3850176127398185
hr department,0.7546186499608198,0.38501786701431284
lotteries claim,0.7545979481226461,0.38502438625591906
2020 email,0.7544926045273225,0.38505756256936563
luxembourg,0.754406256570813,0.38508475953486987
uwo,0.7542814667235678,0.38512406934543164
uwo ca,0.7542814667235678,0.38512406934543164
braille uwo,0.7542814667235678,0.38512406934543164
generous individuals,0.7542532558361894,0.3851329567935593
finds loved,0.7542244478539258,0.38514203264902924
2022 08,0.7540555056159265,0.38519526343922106
security team,0.754049086265092,0.3851972862724007
org confirm,0.75363792580214,0.38532688053731257
customer noticed,0.753552708729074,0.3853537479867407
outlook web,0.753375220941963,0.3854097153281638
recently identified,0.753353891740649,0.38541644185737123
sweepstakes,0.7531715805803181,0.38547394361976306
sistema,0.7530718534590961,0.3855054031664463
overseas,0.7529590994342545,0.38554097653038033
seeking individuals,0.7529042442550753,0.3855582847694705
regards perficient,0.7527169270659498,0.38561739655789484
1000,0.7526821116435741,0.3856283847005977
privileged information,0.7526189260381595,0.38564832793302717
weeks,0.7525877170209676,0.3856581789565966
clustered cloud,0.7525645771464881,0.38566548321293537
clustered,0.7525645771464881,0.38566548321293537
cooperation timely,0.7525408394859029,0.3856729763689617
come questions,0.752472782479142,0.38569446075339986
rewards come,0.752472782479142,0.38569446075339986
verifying activity,0.7522405080762782,0.3857677984676343
bugs,0.752004428259456,0.3858423580260987
wanted discuss,0.7518552521798462,0.3858894819131168
login com,0.7517565654854614,0.385920660987786
amazing opportunity,0.7516710814164789,0.38594767172272537
hash postfix,0.7516471163691452,0.38595524453512087
like learn,0.7515972474595822,0.38597100349176217
information try,0.7515674505384458,0.3859804199836778
hold update,0.7515674505384458,0.3859804199836778
wrote james,0.7514509480475844,0.38601724050875275
tracker,0.7512913739049494,0.38606768191097374
opportunities,0.751241075816709,0.3860835830862295
note refund,0.7512288111008756,0.38608746057965815
resources https,0.7512204143025578,0.38609011526182013
com downloads,0.7509937889291329,0.38616177361641413
email quota,0.7506195957105217,0.38628013398663075
error mail,0.7501905096816981,0.38641592098423605
undefined,0.7497889666160522,0.38654305341179385
copied,0.7496670563296679,0.38658166317873277
essential relief,0.7495230434451219,0.3866272800572641
opensuse quick,0.7492972677104324,0.38669881120564686
quick start,0.7492972677104324,0.38669881120564686
virtualbox howto,0.7492972677104324,0.38669881120564686
start virtualbox,0.7492972677104324,0.38669881120564686
generate substantial,0.7490124196012975,0.3867890847941817
details avoid,0.7489568450222366,0.3868067008974675
journey warm,0.7489535792132904,0.3868077361334499
sarah noticed,0.7489140735128949,0.3868202594452741
reach care,0.7488311537670226,0.38684654689361964
individual join,0.7487159188666187,0.3868830832088984
regain access,0.7484251343523665,0.38697530105139
community members,0.7484042984512147,0.3869819100400119
freebsd,0.7483151368491561,0.38701019323582475
prize giveaway,0.7482984258488443,0.3870154945057732
regards technologent,0.7482020581231061,0.38704606748543924
desktop,0.7481829660960357,0.3870521249026735
recently come,0.7480590617652518,0.3870914398965052
ssp 02,0.7478863587666065,0.3871462482629927
hello ethan,0.7476676573512819,0.3872156703864126
emails stuck,0.7475793270890145,0.3872437139847187
sf,0.747494444720836,0.38727066565394574
org hi,0.7474900946287864,0.38727204695796646
generated monkey,0.747419214328617,0.3872945548836647
mailbox pending,0.7474122885406471,0.38729675425654764
file wetransfer,0.7473339071254201,0.38732164652236567
information need,0.747273957569202,0.3873406867623378
319 5864,0.7472050814074653,0.38736256377846523
emma hope,0.7466163822838922,0.3875496231689205
ll contribute,0.7464166526173452,0.38761311661978914
partner,0.7461540816179582,0.3876966097136515
2007 05,0.7461253321445844,0.3877057531133439
secure online,0.7460860601135818,0.3877182435740265
suggestions,0.7457305336989293,0.3878313447958337
donating today,0.7456060033264778,0.3878709719345469
lisa johnson,0.7454666916993372,0.3879153095017386
spirits thrilled,0.7453789317582137,0.38794324384997714
share thoughts,0.74535975614539,0.3879493479080691
group individuals,0.7452614349590729,0.38798064805592436
rectify issue,0.7452496362381666,0.3879844043726618
du shx,0.7451697094664029,0.3880098517407736
shx,0.7451697094664029,0.3880098517407736
valuable resources,0.7451696295404451,0.3880098771890744
offer accept,0.7450485383229395,0.38804843518040966
based,0.7448717724387459,0.38810473097485343
weekend,0.7447798454370134,0.38813401217908905
reach best,0.7446321328082279,0.3881810691989591
supporter charity,0.7445715095887706,0.38820038438004434
community compassionate,0.7445715095887706,0.38820038438004434
individuals contribute,0.7445715095887706,0.38820038438004434
510,0.7445408181405564,0.38821016351408855
role looking,0.7444729686180751,0.3882317834738893
community center,0.7442024095157826,0.3883180130671785
sarahjohnson support,0.7440709735165716,0.3883599127570697
contain confidential,0.7440270172304548,0.38837392675676474
concerns,0.7439675652330087,0.38839288219721513
enjoy exclusive,0.743747665152056,0.38846300575164405
support assistance,0.7435567671204767,0.3885238955523158
contributing today,0.7433727134414863,0.38858261514910764
content type,0.74308445749315,0.38867460440548274
team management,0.7429422006422848,0.38872001337646334
management email,0.7429422006422848,0.38872001337646334
providing secure,0.7429199318899874,0.3887271223395564
game changer,0.7429095470732909,0.38873043759905157
changer,0.7429095470732909,0.38873043759905157
following ll,0.7426277442420405,0.388820416042883
valued,0.7424301164997545,0.38888353548889576
parks,0.7423978576452712,0.3888938398907168
inform payment,0.7423211508663266,0.38891834379896895
builders,0.7423052955129459,0.38892340905176503
rated,0.7422676200042848,0.3889354454892734
clarification,0.742163650552748,0.3889686640408796
continue making,0.7419537273522061,0.38903574748977554
sophia hope,0.7417082188782211,0.38911422361021375
environment questions,0.7415761648131816,0.389156443692085
resources crucial,0.7410575358930711,0.3893223221398804
board,0.7408740992028187,0.3893810167880092
kind regards,0.7408239610834527,0.38939706179551825
ve chosen,0.7405274136289194,0.3894919810991674
assistance best,0.7403619198695108,0.389544966944504
clients including,0.7403424802636682,0.38955119156527407
need thank,0.7402101731827351,0.389593560472394
remote,0.7398932943485705,0.38969506188098035
speaker,0.7396945289900725,0.3897587489379988
meaningful difference,0.7394692251460138,0.3898309572803388
income,0.739380544140922,0.389859384184682
authenticity clicking,0.739343338217568,0.3898713115137584
confirm authenticity,0.739343338217568,0.3898713115137584
records moment,0.739343338217568,0.3898713115137584
breach ensure,0.7393339252777235,0.3898743291598554
thank banking,0.7392360970922265,0.3899056933742294
benefit,0.7391610333069176,0.3899297616534222
records review,0.7388647866437474,0.3900247702514801
local mail,0.7386975453946805,0.3900784204421729
forward forward,0.7386975453946805,0.3900784204421729
forward local,0.7386975453946805,0.3900784204421729
simply forward,0.7386975453946805,0.3900784204421729
forwarding localmail,0.7386975453946805,0.3900784204421729
localmail,0.7386975453946805,0.3900784204421729
using aliases,0.7386975453946805,0.3900784204421729
aliases forward,0.7386975453946805,0.3900784204421729
want simply,0.7386975453946805,0.3900784204421729
having intervene,0.7386975453946805,0.3900784204421729
services suggestion,0.7386975453946805,0.3900784204421729
mail want,0.7386975453946805,0.3900784204421729
intervene,0.7386975453946805,0.3900784204421729
intervene new,0.7386975453946805,0.3900784204421729
users new,0.7386975453946805,0.3900784204421729
new services,0.7386975453946805,0.3900784204421729
announce ve,0.7384439849262638,0.3901597815687564
intriguing,0.7383790745529448,0.39018061356611866
account statement,0.7381882034285725,0.39024187997455384
notification waiting,0.7379330379550046,0.3903238052921547
releases,0.7378784483380629,0.39034133543566063
august 2021,0.737615551033932,0.3904257743712124
participation help,0.7373871230567136,0.3904991634735204
worthy cause,0.7370533378302649,0.3906064371635518
johnson event,0.7370340959434911,0.39061262251081075
additional,0.7370074470574036,0.390621189086084
tyler rodriguez,0.7365769622388801,0.3907596104130455
usr lib,0.7363900327010429,0.3908197390182999
subscriptions,0.7363530464507502,0.3908316377541835
wetransfer file,0.7362698551974372,0.3908584028594638
wir,0.7362075366289821,0.3908784543200543
spirits michael,0.7358937970906103,0.3909794247246199
account wanted,0.7358376835251348,0.39099748762237274
delta,0.7357659309443401,0.3910205864445221
vip member,0.7357279590680804,0.3910328112644297
announcements,0.7356737360513395,0.3910502689917099
donation clicking,0.7356650415565992,0.39105306838871845
dinner,0.7355353369556665,0.39109483324397853
address contact,0.735365161121508,0.3911496395224455
need immediate,0.7350820236763698,0.3912408502429252
devastation,0.7348322025169812,0.3913213536720386
5667,0.7347533239617393,0.39134677676333407
live,0.734711480288135,0.3913602642230718
windows xp,0.7346050772712436,0.39139456407943884
shut,0.7345275609230364,0.3914195548021522
confidentiality questions,0.7345039357203464,0.3914271718552843
women,0.7344715011129439,0.3914376295139057
hold validate,0.7343910880941011,0.3914635582362005
wasteful,0.734195092628066,0.3915267661785924
conferences,0.7340967161453996,0.391558497810613
like bring,0.7340885957955141,0.39156111721875797
prize today,0.7340847088296278,0.39156237105910274
library code,0.7338724730200945,0.3916308418915271
account receive,0.7336085423845012,0.39171601429399405
virus https,0.7335553783602891,0.3917331739387556
weka,0.7335194224978925,0.39174477995093626
department abc,0.7335083060361953,0.39174836827755233
transform,0.7331509004917649,0.3918637617514862
2020 rights,0.7328249073515098,0.3919690558005908
vectorx,0.7327978150504771,0.3919778082960933
sarah advantage,0.7326703796702955,0.39201898159802206
advantage resources,0.7326703796702955,0.39201898159802206
sarahjohnson health,0.7326703796702955,0.39201898159802206
active presence,0.7325151266517123,0.3920691509296801
appreciate active,0.7325151266517123,0.3920691509296801
stock,0.7323873386731321,0.3921104519656511
prioritize security,0.7323598085816523,0.3921193505001175
customer note,0.7323133243900994,0.3921343762142988
2008 10,0.7321308064578358,0.3921933819459592
considering invitation,0.7320048656038024,0.392234104454835
supporting journey,0.731701779826456,0.39233213099453934
franklin,0.7315431081790049,0.39238346392914536
2007 03,0.7315382166035387,0.3923850465888743
recover recover,0.7309639271252535,0.392570920539106
details com,0.7309100905296901,0.39258835171656103
claim winnings,0.7308698796054136,0.392601371908079
growth economy,0.7307952678239218,0.39262553264913547
maria depay,0.7307092583673789,0.3926533868271891
regards maria,0.7307092583673789,0.3926533868271891
depay,0.7307092583673789,0.3926533868271891
digital world,0.7304711524139842,0.3927305122845278
requested information,0.7301195034150731,0.3928444555285251
enhance security,0.7299838032416633,0.3928884385410918
information http,0.7299573305646485,0.39289701966469426
document titled,0.7297933474137663,0.392950180834975
titled proposal,0.7297933474137663,0.392950180834975
proposal shared,0.7297933474137663,0.392950180834975
account detected,0.7297293029241727,0.3929709460175903
preferences,0.7295265144159031,0.39303670665316204
hearing,0.7295090885046192,0.39304235829771084
prizes turn,0.7292491605730762,0.3931266730736659
believe thrive,0.7292277223166845,0.3931336283218855
ignore message,0.7290655501188124,0.39318624783811185
individuals taken,0.729005293833074,0.39320580158901086
way dear,0.728829307135795,0.3932629189848551
link verification,0.7287404782092732,0.39329175340156886
expire 48,0.7287363201983262,0.39329310319196675
portal conveniently,0.7286438675264233,0.3933231172734257
opportunity earn,0.7284744417044049,0.3933781286671917
urge report,0.7283903660253233,0.39340543156444663
member fdic,0.7283076770102247,0.3934322868103993
crm,0.7283037824545269,0.3934335517259798
exclusive offer,0.7282819815060682,0.3934406325798434
sarahthompson prompt,0.7282045961552188,0.39346576848653736
security officer,0.7279579493404518,0.39354589842511956
smith daniel,0.7278993607353369,0.3935649359777691
54321,0.7278106622115246,0.3935937598492266
invoice 54321,0.7278106622115246,0.3935937598492266
spamassassin rules,0.7277648536777663,0.3936086471848843
trunk sandbox,0.7277648536777663,0.3936086471848843
rules trunk,0.7277648536777663,0.3936086471848843
sandbox jm,0.7277648536777663,0.3936086471848843
carter reaching,0.7277050313147224,0.3936280901000412
response crucial,0.7277009919253574,0.3936294029950468
bankofamerica,0.7275378133599619,0.393682445068933
updating security,0.7275220788225072,0.3936875602085099
know new,0.7274676931646715,0.3937052411738291
delivery claim,0.7273607535754971,0.3937400109337271
andrew wilson,0.7272900868033658,0.39376298956884037
new order,0.7272570080481446,0.39377374641318263
perks,0.7271304900589417,0.3938148925591698
smiles faces,0.7270167973343153,0.3938518729506333
bring smiles,0.7270167973343153,0.3938518729506333
smiles,0.7270167973343153,0.3938518729506333
non,0.7269729208784242,0.3938661458107179
law order,0.726720330469485,0.3939483270707823
maintaining law,0.726720330469485,0.3939483270707823
originator,0.7265372487588109,0.3940079088258208
regexp,0.7264692004898068,0.3940300576259613
cultivate,0.7263249059193303,0.3940770295017386
net thank,0.7257836498537793,0.39425329512748886
heir,0.7257207738365623,0.39427377870528835
rightful heir,0.7257207738365623,0.39427377870528835
financial systems,0.725668724719182,0.3942907362836392
confirmation transaction,0.725668724719182,0.3942907362836392
com confirmation,0.725668724719182,0.3942907362836392
video,0.7251838582252508,0.394448756003007
funny,0.7249639714223082,0.3945204479363016
mindful,0.724845264842404,0.39455915884695203
calculated,0.7247563303379699,0.39458816449218537
exceeded limit,0.7247523224257097,0.39458947172957404
access detailed,0.7244725793975586,0.3946807292890855
notification engage,0.7244007244429946,0.3947041746626847
payment instructions,0.7243893345041069,0.3947078912414984
manager financial,0.7243609773183683,0.39471714451403794
messages placed,0.7241792256973162,0.3947764595539919
pursue,0.7240491483189659,0.394818918471328
attention rectify,0.723936757378382,0.39485560960498645
personal financial,0.7237074772240534,0.39493047560552563
invitation join,0.7236419970805641,0.3949518603472739
terminated,0.7236331755498484,0.39495474144210285
unlawful behavior,0.723599498380279,0.39496574061874756
response sincerely,0.7235911666238339,0.39496846189118906
forwarded message,0.7234178669382654,0.39502507020370714
lists sourceforge,0.7233130917555936,0.39505930066763795
thank active,0.7231143965764613,0.3951242268986931
provide financial,0.7229564311994106,0.39517585510602393
act secure,0.7228866973968927,0.39519864946589933
unlock topic,0.7228252419390777,0.3952187393975355
compensation,0.7228143520603989,0.39522229947758436
currently offering,0.7226939498678313,0.3952616640098098
potential legal,0.722666909818075,0.3952705053142188
need contribution,0.7224780941830857,0.3953322504401233
analysis,0.7223801799968896,0.3953642751028187
beneficiary,0.7222988048160214,0.395390893219553
flairs,0.7222271903263663,0.39541432071527527
pot,0.7218509347176909,0.3955374393858262
billing manager,0.7218332214478432,0.3955432368982992
safety kindly,0.7217951481141716,0.3955556986273957
success interested,0.7216581856376625,0.3956005323020827
mentorship,0.7211138276493764,0.3957787963816878
webappplugin,0.7209735775670615,0.3958247436553155
result suspension,0.7209362217458863,0.3958369830781189
prompt settlement,0.720901541951068,0.39584834620454934
gnupg,0.7206591337092799,0.39592778644001325
23 2020,0.7205364244768059,0.39596800856645753
victory,0.7204372681864757,0.39600051471964104
victory https,0.7204372681864757,0.39600051471964104
jessica adams,0.720241687352112,0.3960646427680746
notification isn,0.7199247377794018,0.3961685976321271
isn email,0.7199247377794018,0.3961685976321271
doubling impact,0.7199200036649035,0.3961701506513532
doubling,0.7199200036649035,0.3961701506513532
threads,0.7198764991330853,0.3961844226595608
limited availability,0.7197059196971058,0.3962403897586244
paymentlink,0.7195711921782265,0.3962846019091497
paymentlink com,0.7195711921782265,0.3962846019091497
engineering,0.7191658929669033,0.3964176477234881
self state,0.7191365724848192,0.396427275130927
tell,0.7190584170546097,0.3964529391872237
topics available,0.7188224549383613,0.3965304370923909
safety advocate,0.7186047863568146,0.39660194617352673
9339 www,0.718513234387938,0.39663202863909663
www rankinlawfirm,0.718513234387938,0.39663202863909663
nacogdoches texas,0.718513234387938,0.39663202863909663
pllc 510,0.718513234387938,0.39663202863909663
pllc,0.718513234387938,0.39663202863909663
510 ochiltree,0.718513234387938,0.39663202863909663
9339,0.718513234387938,0.39663202863909663
75961,0.718513234387938,0.39663202863909663
rankin rankin,0.718513234387938,0.39663202863909663
715 9333,0.718513234387938,0.39663202863909663
firm pllc,0.718513234387938,0.39663202863909663
nacogdoches,0.718513234387938,0.39663202863909663
75961 telephone,0.718513234387938,0.39663202863909663
texas 75961,0.718513234387938,0.39663202863909663
9333,0.718513234387938,0.39663202863909663
street nacogdoches,0.718513234387938,0.39663202863909663
ochiltree street,0.718513234387938,0.39663202863909663
9333 facsimile,0.718513234387938,0.39663202863909663
ochiltree,0.718513234387938,0.39663202863909663
facsimile 936,0.718513234387938,0.39663202863909663
telephone 936,0.718513234387938,0.39663202863909663
facsimile,0.718513234387938,0.39663202863909663
rankinlawfirm,0.718513234387938,0.39663202863909663
rankinlawfirm com,0.718513234387938,0.39663202863909663
715 9339,0.718513234387938,0.39663202863909663
rankin law,0.718513234387938,0.39663202863909663
require update,0.718490985911419,0.3966393396186402
access cutting,0.7184285369237613,0.3966598617606598
claiming expedite,0.7182607700327032,0.3967150013252255
sin,0.7182217472659731,0.3967278284358867
activate account,0.7181072442218781,0.3967654700029053
treated,0.7180919202471732,0.3967705079756334
token gratitude,0.718008715826661,0.39679786421414
channels,0.7179795771828321,0.39680744516253763
complications settle,0.7179033941573777,0.39683249614393
hope charity,0.7178085650528284,0.39686368163659014
team click,0.7177341432139484,0.39688815847567194
offer benefits,0.7177341432139484,0.39688815847567194
discoveries enjoy,0.7174878433473828,0.3969691803817912
looks,0.7174097614653034,0.3969948708993499
activities social,0.7173995913749762,0.3969982172413804
claim click,0.7173412990320553,0.3970173983994356
nt,0.7170226851675585,0.39712226228880065
is_spam,0.7168949261266433,0.39716432226100695
gzip,0.7168662956261613,0.39717374868438593
transaction process,0.7168492588304823,0.3971793581022295
provided verification,0.7167779964951387,0.39720282268781504
note ignore,0.7167709456544639,0.39720514443059585
proceeding,0.7166789192567229,0.3972354492284086
proceeding application,0.7166789192567229,0.3972354492284086
populations,0.716626116557431,0.3972528389551563
love,0.7164721577311102,0.3973035491175928
xxx,0.7164582718093317,0.39730812325051446
account verification,0.7162998548985078,0.39736031242502834
emails jose,0.7162762794747627,0.3973680800050795
children,0.7162655745362014,0.3973716071177046
adventures,0.7161424410806059,0.3974121809506136
response highly,0.7161244486312432,0.3974181101625591
veterans support,0.7161119966617833,0.3974222136457042
health sarah,0.7160224439071956,0.397451727103698
greek,0.7160118057996078,0.39745523326261134
information strictly,0.7156667401993339,0.3975689858945035
donation click,0.7155985160478345,0.3975914819042611
sha1,0.7153187038425909,0.39768376552020224
fortunate,0.7151028869830331,0.39775496426790957
best practices,0.7150693758494471,0.39776602136254824
aid,0.7150671140293072,0.39776676767259844
spambayes core_resources,0.7149076298670574,0.39781939616235473
enthusiasts,0.7148942043849369,0.3978238269227753
debug,0.7147281125473983,0.39787864747731694
provided appreciate,0.7147067065544243,0.3978857135703371
kind,0.7146839037824686,0.3978932409380447
prevent inconvenience,0.7145344939192493,0.39794256736047406
parameters,0.7144406747229076,0.3979735455065836
avast com,0.7140069445634465,0.39811680414010986
upgrade storage,0.713962103620422,0.39813161910527495
rhsbl,0.7136968941320729,0.3982192577746134
ensuring continued,0.713649640081335,0.3982348758391725
networking platform,0.7129208816632158,0.39847585202284574
thank proactive,0.7128825897567734,0.3984885197171364
financial offer,0.7127880414323968,0.3985198006053968
rev,0.7127333858996336,0.39853788476363616
incomplete verification,0.7127212208931771,0.39854191002369566
usually,0.7127199427890418,0.3985423329369997
support ensure,0.7126987693638599,0.39854933912979806
getoptions,0.712645775588381,0.398566875317224
gene heskett,0.7125289877799377,0.39860552555121886
heskett,0.7125289877799377,0.39860552555121886
email server,0.7125111100888402,0.3986114425460179
strengthen,0.7123480223418754,0.39866542570786867
specified timeframe,0.712218207252142,0.39870840295628496
html_ui,0.712156516767821,0.39872882887473926
school,0.7121144754251549,0.39874274976687896
individuals affected,0.7121084889158104,0.3987447321002531
opportunity clicking,0.7120019825702928,0.39878000229662514
pa ssword,0.7119780710576463,0.39878792135403307
continued protection,0.7119424303848079,0.39879972531819663
webpage,0.7118426916530507,0.39883276084030417
deliver messages,0.7118425906755528,0.39883279428813867
unsubscribe stop,0.7117217234807962,0.3988728333072068
like unsubscribe,0.7117217234807962,0.3988728333072068
ylim,0.7114305787332507,0.39896930314296797
christopher mitchell,0.711393914409749,0.39898145413866337
ihre,0.7112701587701244,0.3990224721964092
real time,0.71108920569991,0.3990824589897979
global health,0.7106121259747287,0.3992406757867739
giveaway won,0.7104782166282,0.3992851012727787
attendees,0.7103946255473932,0.39931283690622676
multiple login,0.7103577767443118,0.3993250642752032
coordination,0.7103079435264668,0.39934160106567795
invoice don,0.7100578722093129,0.3994246003950346
assure verification,0.7099866354447233,0.39944824863909223
board thank,0.7097841034224808,0.39951549364012096
healthcare,0.7097177050033825,0.3995375429183372
open source,0.7096001272943291,0.39957659190361905
personal,0.7095407152018643,0.3995963254846481
support visit,0.7095255626384218,0.3996013585975362
opportunity step,0.7094930025420223,0.3996121741503873
service email,0.7094157875077605,0.39963782452005026
account kindly,0.7093483644665228,0.399660224000146
th,0.7092691835311197,0.39968653204567717
account crucial,0.7090760871134469,0.3997506992943939
disbursement claim,0.7089535809067484,0.3997914166798393
email piques,0.7089060417241243,0.39980721889620896
piques,0.7089060417241243,0.39980721889620896
initiate refund,0.7088382310324992,0.3998297610110726
program offers,0.7087928259039609,0.39984485593842933
org verify,0.7085019162692923,0.39994158840521277
extra_tokens,0.708499370650155,0.3999424350171906
reliance,0.7084006379407736,0.39997527315746806
net abuse,0.7083553462875765,0.3999903383047748
news admin,0.7083553462875765,0.3999903383047748
admin net,0.7083553462875765,0.3999903383047748
abuse email,0.7083553462875765,0.3999903383047748
text plain,0.7081605164412594,0.40005515301391714
com verify,0.7080310263229332,0.4000982393585373
abc technologies,0.7079442814760646,0.40012710647092053
atomic,0.7077576021267104,0.40018924022007696
py jun,0.70771634756684,0.40020297314196884
account restore,0.7075805926412349,0.40024816840974053
documents shared,0.7075803266188941,0.4002482569806526
position offers,0.7074570831271856,0.400289293390913
war communities,0.7074481189390753,0.4002922784365348
including michael,0.7073983404398134,0.4003088551031935
access accurate,0.7071927012089313,0.40037734528417424
refund 72,0.7071895807864854,0.4003783847026883
path financial,0.7071137576244685,0.40040364274220586
details handled,0.707110309955798,0.40040479127671014
digest,0.7070982439720547,0.4004088108997499
encourage review,0.706991270633537,0.40044445021446917
access immediate,0.7069349596127784,0.4004632126839218
meant,0.7068061455892647,0.4005061374836023
expire soon,0.7066742773838846,0.40055008694674243
ll position,0.7063311945109012,0.40066446351593676
rachel hope,0.7062611858525145,0.4006878087439655
secure access,0.7062218394242621,0.40070093014966846
clarification regarding,0.7060325552998199,0.4007640621013817
download attached,0.7060050642967337,0.40077323237892437
refund,0.705989253332592,0.40077850663980785
identifying,0.705927827979544,0.40079899801851093
fhv,0.7058825319399498,0.4008141096637997
lower,0.7058610099171201,0.40082129012168033
sarah wait,0.7057546790857689,0.4008567683406016
malmberg wrote,0.7056300131966997,0.4008983700193106
malmberg,0.7056300131966997,0.4008983700193106
john malmberg,0.7056300131966997,0.4008983700193106
account validation,0.7056141627160095,0.4009036598592366
refund identified,0.705588918071473,0.40091208505766196
cooperation prioritizing,0.705552814418873,0.40092413480999334
second,0.7054723296406814,0.40095099885030994
new purchase,0.705324218957049,0.40100044175396643
chi,0.7052414013956829,0.40102809210431756
response payment,0.7050114132673901,0.4011048929042259
deactivate,0.7049605281308189,0.40112188805471993
chief,0.7049368363110657,0.40112980125345443
opportunity participate,0.7046796775044202,0.40121570830437214
email verification,0.7045299584241881,0.4012657361062021
time opportunity,0.7041717209880933,0.4013854759479166
link confirm,0.7041457220610426,0.40139416803535344
005,0.7039270486763294,0.40146728680655797
troops https,0.7038956171187477,0.4014777983039345
learn click,0.703687574472433,0.4015473830418229
away warm,0.7036529923351189,0.4015589515466146
https special,0.7034751156447849,0.40161846296384807
data upgrade,0.7031276870625727,0.4017347375801531
home link,0.7028508825006663,0.4018274113385458
https work,0.7028508825006663,0.4018274113385458
clicking button,0.7027056522895208,0.4018760466288227
details ll,0.7026826523310479,0.401883749734424
clients like,0.7025950349368895,0.4019130963643198
recommended guidelines,0.7024126315170875,0.4019742006857361
participation support,0.7021753735393255,0.40205370124942486
kb total,0.7020955376829536,0.40208045784320934
lewis,0.7017871832014129,0.40218382564686805
team 2020,0.7016987398029162,0.4022134811234519
com explore,0.701573710829702,0.4022554093370263
explore resources,0.701573710829702,0.4022554093370263
symptoms vaccination,0.701573710829702,0.4022554093370263
prevention symptoms,0.701573710829702,0.4022554093370263
opportunity based,0.701529865461779,0.40227011429817894
org kindly,0.7014076080004115,0.40231112141913683
messages notification,0.7013563111103166,0.40232832903290505
kb,0.7012586142453989,0.40236110454477614
onsite,0.701257446108805,0.4023614964567429
permanently regards,0.7012167386519543,0.40237515422995884
unlock true,0.7009993698698811,0.4024480951240075
alternative,0.7009340593210531,0.4024700146780076
provide banking,0.700891730220818,0.40248422211624546
understanding warm,0.7008256546939693,0.4025064013193139
specializing,0.7004658511903454,0.40262720576603384
08 feb,0.7004607756886042,0.40262891024903313
welcoming team,0.7004586659470907,0.40262961875715897
limited financial,0.7003201012964233,0.4026761564788852
activity area,0.7002795201342982,0.4026897873737936
prevent account,0.7002175164981356,0.40271061520704987
click help,0.7002084024726583,0.40271367685971393
address questions,0.7001742721736588,0.4027251424699728
prof,0.6998358054390359,0.4028388714951472
lookup,0.6998056133401962,0.4028490186862407
translation,0.6997932382804924,0.40285317789829633
checking,0.6997495961364795,0.40286784636136563
adams,0.6997474555525045,0.4028685658482438
deleted automatically,0.6997145410949159,0.40287962919579645
mail message,0.6993629328919684,0.4029978408457152
conducting,0.6992967753390522,0.40302008884266305
failed test,0.6990605391145019,0.403099546867259
defined,0.6990316498510928,0.40310926533275415
journey best,0.6989808321080344,0.4031263614558308
projects https,0.6989105455364842,0.40315000902925857
supporters contribute,0.6989105455364842,0.40315000902925857
delivery prize,0.6988511984693369,0.40316997763292794
ensure access,0.6987342420881268,0.4032093343524138
represent covid,0.6984250525843001,0.40331340594611487
wietse,0.6983837668410288,0.40332730547551543
claim revised,0.6982887655968055,0.4033592918684302
calculation resulting,0.6982887655968055,0.4033592918684302
revised refund,0.6982887655968055,0.4033592918684302
funds click,0.6982548502849133,0.40337071186124196
neighborhood safety,0.6977459903983496,0.4035421121648224
customer recently,0.697693174048295,0.4035599084810022
unlock doors,0.697635254759803,0.4035794255321965
contact questions,0.6975231558953964,0.4036172033716604
personally reach,0.697437591130055,0.40364604256412173
request immediate,0.697401445624729,0.4036582261349835
encryption software,0.6973862942991504,0.4036633333539589
protect assets,0.6973862942991504,0.4036633333539589
details require,0.6972122364174307,0.40372201165699406
daniel mitchell,0.6970225633375792,0.4037859683032551
dw,0.6970059239103408,0.4037915797247619
apple id,0.6969885098733442,0.4037974524946467
billing department,0.6969388987188514,0.4038141842140639
sp1,0.6966135499779802,0.40392393547150074
aml,0.696570196760897,0.40393856327747557
reserve seat,0.6962440389860747,0.40404863691570136
notification mailbox,0.6960089183952157,0.4041280139213427
techtarget com,0.6959746400139704,0.4041395882449599
garcia reaching,0.6959331041103458,0.40415361376710146
secure message,0.6958702545954676,0.40417483765406137
unable respond,0.6955490164440565,0.40428334315381254
email unable,0.6955490164440565,0.40428334315381254
existing,0.6955277003881055,0.40429054464011305
order confirmation,0.6954937364381133,0.40430201951902744
